,country,time_of_day,lat,long,road_type,road_condition,weather,solar_angle_elevation,month,hour,temperature_2m,relative_humidity_2m,rain,snowfall,cloud_cover,cloud_cover_low,cloud_cover_mid,sunshine_duration,wind_speed_10m,weather_code,laplacian,quality,brightness,noisiness,sharpness,contrast,complexity
39242,DE,night,50.10665964228441,8.643692912693643,city,normal,partly-cloudy-night,-31.484149546768137,10,19,7.440999984741211,90.52228546142578,0.0,0.0,2.0,0.0,2.0,0.0,9.028754234313965,0.0,119.66126060851728,0.58554626,0.12742166,0.9863608,0.9789259,0.13632467,0.34836212
57267,FR,day,43.66666225090774,7.191955837221608,highway,normal,clear-day,14.88058562994523,2,7,11.77150058746338,70.69667053222656,0.0,0.0,0.0,0.0,0.0,3600.0,4.452953815460205,0.0,33.72619759754539,0.7807428,0.30967247,0.99213964,0.94017476,0.32684988,0.29462805
34848,PL,day,54.34078734265468,18.648205123052207,city,normal,clear-day,52.90026946222367,6,9,19.30599975585937,61.84587097167969,0.0,0.0,16.0,0.0,16.0,3600.0,12.224106788635254,0.0,119.86090278187989,0.5753497,0.17489348,0.99139106,0.9748244,0.12672332,0.09152141
28907,PL,day,52.23028055722836,21.01399810556379,city,wet,rain,27.65937503111897,4,14,2.813499927520752,93.1314697265625,0.699999988079071,0.0,100.0,97.0,100.0,0.0,13.905508995056152,53.0,84.10666361081331,0.59128886,0.10845046,0.99647045,0.9865507,0.063816085,0.102410816
55042,DE,day,50.93717493295768,6.896761459805975,arterial-urban,normal,rain,2.6797403106291,11,15,11.795499801635742,78.06320190429688,0.0,0.0,88.0,61.0,85.0,3600.0,18.10409927368164,3.0,241.27059593256536,0.5062961,0.12593338,0.99103177,0.9392253,0.13542637,0.10526917
50644,IT,night,41.91699440831279,12.384051794402575,city,normal,clear-night,-20.45889145556707,8,20,25.83049964904785,63.307884216308594,0.0,0.0,11.0,0.0,11.0,0.0,6.696386814117432,0.0,102.11424732587778,0.60158694,0.13383852,0.9957087,0.9361708,0.055365965,0.14495029
69631,PL,day,52.19322129685537,20.94237590056413,arterial-urban,normal,partly-cloudy-day,49.063206310800176,4,11,12.86549949645996,73.36024475097656,1.399999976158142,0.0,66.0,23.0,46.0,3600.0,19.3865909576416,61.0,84.98231149541294,0.7578325,0.15408067,0.99892044,0.9900649,0.18923678,0.07780107
91712,SE,day,62.43951492903437,17.1727567472671,arterial-rural,snow,partly-cloudy-night,1.1731546431215918,2,14,-12.798999786376951,82.54295349121094,0.0,0.0,98.0,43.0,95.0,0.0,9.360000610351562,3.0,59.37492741596165,0.6569637,0.104325734,0.9963109,0.9762489,0.15726864,0.17395332
16018,SE,day,55.59888720911479,13.008223719821958,city,normal,partly-cloudy-day,46.90435788499461,5,13,15.473999977111816,60.744590759277344,0.0,0.0,96.0,5.0,37.0,3600.0,11.50311279296875,3.0,170.2489073732694,0.5396483,0.060670003,0.99578047,0.8124396,0.16015182,0.19832514
86585,FR,day,43.6744800426016,7.197722877509374,highway,normal,clear-day,25.1169425523247,2,8,15.767000198364258,49.31990432739258,0.0,0.0,0.0,0.0,0.0,3600.0,0.8049845099449158,0.0,23.010618423867,0.6882514,0.2774359,0.98875195,0.7505214,0.29741156,0.2990108
32281,PL,day,54.37383810403056,18.60398604014497,city,normal,partly-cloudy-day,55.15980139549217,5,9,10.793999671936035,78.71310424804688,0.0,0.0,95.0,94.0,33.0,1705.4285888671875,15.5301513671875,3.0,200.8932208304131,0.6453356,0.17940754,0.99542,0.97677326,0.12078415,0.14619888
72853,PL,day,50.32987073738683,19.24316839566644,arterial-urban,normal,cloudy,19.72604045406473,4,15,2.789499998092652,83.91126251220703,0.3000000119209289,0.0,100.0,33.0,100.0,0.0,16.923828125,51.0,86.3260724176558,0.6986267,0.20413189,0.9960038,0.983539,0.18253365,0.09853532
15954,PL,day,52.22510533989078,21.05582735867698,city,normal,partly-cloudy-day,51.84238108692999,4,10,7.388999938964844,45.23392868041992,0.0,0.0,93.0,91.0,92.0,3600.0,6.92473840713501,3.0,366.219700362858,0.68579,0.20066519,0.9946078,0.99221486,0.15027477,0.12632091
84593,PL,day,52.22735370738502,21.0581644741168,arterial-urban,normal,partly-cloudy-day,49.93574037368867,4,10,13.195499420166016,70.97171783447266,0.8999999761581421,0.0,61.0,22.0,39.0,3600.0,21.933425903320312,53.0,62.16158434913745,0.6567583,0.11480626,0.9959145,0.99222916,0.100304425,0.09369258
63662,FR,day,43.71773605243662,7.213435989357332,highway,normal,clear-day,24.32604311364324,2,8,14.609999656677246,49.00038909912109,0.0,0.0,0.0,0.0,0.0,3600.0,0.8049845099449158,0.0,47.13836178680502,0.6767887,0.1991122,0.9923423,0.8854927,0.21115991,0.35241982
34246,DE,day,50.94046162971518,6.999743038118487,city,normal,partly-cloudy-day,12.770822405875208,11,8,6.3429999351501465,89.18978881835938,0.0,0.0,60.0,25.0,53.0,3600.0,7.56856632232666,2.0,45.23670905625384,0.6821151,0.1183237,0.99319816,0.977688,0.1898776,0.32755697
42498,SE,day,63.58721510534647,19.6656716227,arterial-rural,wet,snow,10.134935671122918,3,14,-0.056999996304512,93.99895477294922,0.0,0.0700000002980232,97.0,95.0,81.0,0.0,5.411986351013184,71.0,62.15826770921184,0.6703936,0.1799732,0.9967907,0.9811647,0.18234986,0.103362985
57782,PL,day,52.215173008196494,21.04624675694226,arterial-urban,normal,partly-cloudy-day,49.63232064038826,4,11,13.20199966430664,70.97296905517578,0.8999999761581421,0.0,61.0,22.0,39.0,3600.0,21.933425903320312,53.0,120.06698467890752,0.5071173,0.11091304,0.99086636,0.86672777,0.17051125,0.20365494
12262,SE,day,55.58343760278986,12.97990728745256,city,normal,partly-cloudy-day,54.5693719296971,5,10,15.204500198364258,65.82642364501953,0.0,0.0,55.0,0.0,18.0,3600.0,16.422470092773438,2.0,87.42663797983747,0.80951446,0.43412083,0.9971982,0.9860939,0.30305758,0.13772784
28379,PL,day,52.22350286411313,21.09182074180139,city,normal,partly-cloudy-day,49.44547856721406,4,10,15.40850067138672,56.91339492797852,0.1000000014901161,0.0,20.0,9.0,6.0,3600.0,12.43433952331543,51.0,102.65754924646365,0.52783823,0.10307027,0.9942344,0.9192427,0.10352045,0.10689017
77008,SE,night,63.89337010765305,19.977043529499564,arterial-rural,snow,partly-cloudy-night,-15.951471560400776,2,17,-8.366000175476074,91.76284790039062,0.0,0.0,99.0,0.0,0.0,0.0,7.65370512008667,3.0,10.62182795521951,0.927098,0.07895386,0.9924777,0.991871,0.2966996,0.15310013
60355,IE,day,53.35119230108604,-6.449937998945982,arterial-rural,normal,partly-cloudy-day,8.573306533017913,12,14,4.924999713897705,84.76533508300781,0.0,0.0,100.0,100.0,100.0,0.0,11.480557441711426,3.0,21.500872791770448,0.6696668,0.14098804,0.9929463,0.9513342,0.079348505,0.11683779
74233,DE,day,51.4048266036521,12.394492420714538,highway,normal,clear-day,27.043564617101573,10,13,18.67849922180176,58.504974365234375,0.0,0.0,75.0,75.0,0.0,3600.0,10.587918281555176,2.0,44.791171194147125,0.6847531,0.22074787,0.99232554,0.9871163,0.15982296,0.09364853
55739,PL,day,54.41465632414251,18.566000381983645,arterial-urban,normal,partly-cloudy-day,52.458878137600976,5,9,10.50749969482422,84.5150146484375,0.5,0.0,74.0,65.0,53.0,2316.30615234375,13.089353561401367,53.0,65.88886208035514,0.57365274,0.12965123,0.9921234,0.9793245,0.08174304,0.10020093
67865,DE,day,52.51782878161176,13.377009455552974,arterial-urban,normal,clear-day,31.98185539215411,9,12,25.77150154113769,37.71658706665039,0.0,0.0,45.0,0.0,0.0,3600.0,10.58791732788086,1.0,85.96721643932035,0.67380464,0.21228616,0.9958087,0.9323481,0.18500349,0.19877046
89310,FR,day,44.50993759780859,4.774606484420648,highway,normal,cloudy,27.29174329755025,2,14,12.43000030517578,75.81472778320312,0.1000000014901161,0.0,92.0,90.0,6.0,3600.0,21.60599899291992,51.0,21.195025993109663,0.5908156,0.13587856,0.99418396,0.97848755,0.14246568,0.10649869
1226,PL,day,52.262268394654114,21.037871873576623,city,normal,partly-cloudy-day,51.61280995586041,4,10,7.845499992370605,45.536888122558594,0.0,0.0,100.0,100.0,96.0,1877.5665283203125,8.766572952270508,3.0,109.01098362065588,0.68780875,0.11727692,0.9961455,0.97945446,0.18836772,0.13197327
84072,PL,day,50.84820226286848,19.150682893373588,arterial-rural,wet,cloudy,29.74923950611067,4,14,2.807000160217285,86.99616241455078,0.4000000059604645,0.0700000002980232,100.0,37.0,98.0,0.0,17.771753311157227,71.0,50.37601406878591,0.9500175,0.75175744,0.9976726,0.9989322,0.41176304,0.2019065
82482,DE,night,49.27286362525646,8.648612518905466,highway,normal,partly-cloudy-night,-22.95867647744753,10,18,7.878000259399414,83.05249786376953,0.0,0.0,25.0,12.0,21.0,0.0,9.44957160949707,1.0,64.28616407950064,0.69091535,0.23230878,0.98918355,0.945037,0.16198397,0.16827433
16147,DE,day,50.93720849066309,6.9786832863153405,city,normal,partly-cloudy-day,13.358234660931728,11,9,6.501999855041504,87.66020202636719,0.0,0.0,57.0,21.0,50.0,3600.0,9.746630668640137,2.0,99.84306120193374,0.80665207,0.09359189,0.99654925,0.98702466,0.26609442,0.268164
62519,DE,day,50.93691105604239,6.913018189348403,arterial-urban,normal,partly-cloudy-day,16.414134561640978,11,9,7.195499897003174,85.0199966430664,0.1000000014901161,0.0,36.0,31.0,14.0,3600.0,10.58791732788086,51.0,155.57039788351392,0.6798092,0.27707243,0.9939558,0.9881044,0.14867835,0.14659992
74111,SE,day,64.19945650501842,19.71171054797064,smaller-rural,snow,partly-cloudy-day,8.145021154633582,2,13,-5.592499732971191,86.79183197021484,0.0,0.0,99.0,6.0,0.0,3600.0,5.959060192108154,3.0,56.11290124502126,0.5344495,0.1411179,0.992931,0.94402075,0.120373115,0.10881366
22205,DE,twilight,50.91737932293221,6.941608222871355,city,normal,rain,-0.3639057838431512,11,15,11.276000022888184,81.50908660888672,0.0,0.0,99.0,99.0,85.0,0.0,15.646544456481934,3.0,73.7675918859825,0.49440217,0.11614493,0.99419326,0.9332885,0.12849247,0.14242992
45800,DE,day,51.521045794252274,7.47136978818208,city,wet,cloudy,14.709341279375948,12,12,3.2254998683929443,93.81910705566406,0.0,0.0,100.0,100.0,10.0,0.0,6.119999885559082,3.0,111.09754259805835,0.59083474,0.07773644,0.99268484,0.9370514,0.20342147,0.26923722
5137,PL,day,52.2442288536468,21.037071333700688,city,normal,clear-day,42.63728976526519,4,8,9.571499824523926,51.17691040039063,0.0,0.0,0.0,0.0,0.0,3600.0,12.738099098205566,0.0,167.32334920912217,0.64584816,0.19791986,0.99579155,0.9864674,0.09158585,0.09353204
23634,SE,day,55.60710221480149,13.028173550609448,city,normal,cloudy,24.421544874327463,5,16,15.310500144958496,64.52861022949219,0.0,0.0,86.0,25.0,38.0,3600.0,10.495713233947754,3.0,53.55988792440982,0.7224205,0.35970977,0.99427336,0.96478647,0.23006186,0.2529513
34295,DE,day,50.93092210514186,6.95205198234986,city,normal,partly-cloudy-day,18.077235978316736,11,10,7.189000129699707,85.01927947998047,0.1000000014901161,0.0,36.0,31.0,14.0,3600.0,10.58791732788086,51.0,69.75116785797567,0.5820354,0.113200024,0.99431944,0.9667254,0.17105383,0.1330014
83542,DE,day,51.45848271320145,6.997405689638666,arterial-urban,normal,cloudy,22.92919725192415,11,10,14.40149974822998,78.97994995117188,0.0,0.0,98.0,8.0,91.0,837.6464233398438,16.65753936767578,3.0,78.14585028721704,0.6730171,0.19864328,0.9963791,0.9767545,0.1718308,0.11409362
57511,GB,day,51.49830997618539,-0.2824605773482065,arterial-rural,normal,cloudy,23.255059866573475,2,10,8.300000190734863,71.2576675415039,0.0,0.0,99.0,2.0,12.0,3600.0,23.675302505493164,3.0,144.43392053192437,0.6656906,0.13270235,0.9957443,0.9683083,0.12658675,0.14072189
9185,SE,day,55.60333760656825,13.027937525651955,city,normal,cloudy,36.56024794583501,5,14,15.390999794006348,64.54644775390625,0.1000000014901161,0.0,54.0,24.0,37.0,3600.0,7.895416259765625,51.0,97.86097536637072,0.7124997,0.23855522,0.99528813,0.9883713,0.18781327,0.10769079
