,Time_of_Day,Weather_Condition,Road_Environment_Type,Road_Surface_Condition,Traffic_Density,Pedestrian_Presence,Cyclist_Presence,Number_of_Visible_Lanes,Intersection_Type,Lane_Marking_Visibility,Artificial_Lighting_Source,Crosswalk_Presence,Vertical_Road_Profile,Horizontal_Road_Curvature,Infrastructure_Barriers,Building_Density,Vegetation_Level,Traffic_Sign_Presence,Vehicle_Composition,Ego_Vehicle_Lane_Position,Ego_Vehicle_Lane_POSITION,conf,iou,lrp
42143,Daylight,Cloudy,Highway,Dry,Low,Near_Roadside,No,2,,Faded,,No,Flat,Straight,Metal_Guardrail,Low_Density_Urban,Moderate,Regulatory,Mixed_Heavy_Traffic,Centered,,0.634791225194931,0.3745788606730374,0.26337605714797974
41247,Daylight,Clear,Highway,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Metal_Guardrail,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,,0.6753635373380449,0.3967022790628321,0.26329857110977173
44941,Daylight,Rainy,Urban,Wet,Moderate,Crossing_Road,No,2,Four-Way,Occluded_by_Snow/Water,Vehicle_Headlights,Yes,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.5494150590328943,0.40968657983942147,0.23949706554412842
25864,Daylight,Cloudy,Urban,Dry,Moderate,,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.7101475298404694,0.2882993207736449,0.24421954154968262
48564,Night,Clear,Urban,Dry,Low,,Yes,2,,Clear,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,,Regulatory,Passenger_Cars_Only,Centered,,0.62029829621315,0.6057461947202682,0.4614924192428589
71242,Daylight,Cloudy,Highway,Dry,Moderate,,No,3,,Clear,,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Moderate,Directional,Mixed_Heavy_Traffic,Centered,,0.7805934331633828,0.516394717618823,0.4064638614654541
6444,Daylight,Clear,Urban,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,,0.5549814682453871,0.40358294507390574,0.24804723262786865
65870,Night,Clear,Highway,Dry,Low,,No,3,,Clear,Street_Lights,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Sparse,Directional,Passenger_Cars_Only,Centered,,0.7152942220369974,0.5920988619327545,0.43419772386550903
97350,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Metal_Guardrail,Low_Density_Urban,Sparse,Directional,Passenger_Cars_Only,Centered,,0.7705935512979826,0.37357542738318444,0.2906064987182617
7672,Daylight,Cloudy,Urban,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.6846837773919106,0.36710442788898945,0.22998404502868652
37176,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,,Passenger_Cars_Only,Centered,,0.7369965940713883,0.63577524098483,0.44302260875701904
58372,Daylight,Cloudy,Urban,Dry,Low,,No,2,Four-Way,Clear,,No,Flat,Slight_Right,Curb,Low_Density_Urban,Park-like,Multiple_Types,Passenger_Cars_Only,Centered,,0.5998446302754539,0.34984607192186207,0.23815369606018066
62109,Daylight,Clear,Urban,Dry,Low,,No,2,,Clear,,No,Uphill,Straight,Concrete_Median,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.698496651649475,0.5722111960252126,0.47775572538375854
20730,Daylight,Rainy,Urban,Wet,Low,,No,2,Four-Way,Occluded_by_Snow/Water,Vehicle_Headlights,No,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.582321571452277,0.43741312603919935,0.25745904445648193
41605,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,2,T-Junction,Absent,,No,Flat,Straight,Curb,High_Rise,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.5501932027665052,0.44807134355817524,0.32471412420272827
7540,Daylight,Cloudy,Residential,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,,0.6807390909928542,0.4462962434405372,0.2745168209075928
35788,Daylight,Cloudy,Urban,Wet,Low,On_Sidewalk,No,2,Four-Way,Clear,,No,Uphill,Straight,Curb,Low_Density_Urban,,Multiple_Types,Passenger_Cars_Only,Centered,,0.6133578504834857,0.48596397042274475,0.3300328254699707
27073,Daylight,Clear,Highway,Dry,Low,,No,3,,Clear,,No,Flat,Straight,Noise_Wall,Low_Density_Urban,Sparse,Directional,Passenger_Cars_Only,Centered,,0.6436293832957745,0.38487914433846104,0.308219850063324
9397,Daylight,Cloudy,Urban,Dry,Low,Crossing_Road,Yes,2,,Clear,,Yes,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.5747657239437103,0.4079938941531711,0.2529963254928589
49300,Daylight,Cloudy,Residential,Dry,Low,,No,2,,Absent,,No,Flat,Slight_Left,Curb,Low_Density_Urban,Moderate,,Passenger_Cars_Only,Centered,,0.4898643344640732,0.21962988376617432,0.18925976753234863
83575,Daylight,Clear,Highway,Dry,Low,,No,2,,Clear,,No,Uphill,Straight,Metal_Guardrail,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,,0.7372729380925497,0.5115046575665474,0.22604632377624512
49156,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,Yes,2,,Clear,,Yes,Flat,Straight,Curb,High_Rise,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.5444346916291022,0.34445286033357064,0.20329207181930542
87224,Daylight,Cloudy,Urban,Slushy,Moderate,On_Sidewalk,No,2,Four-Way,Occluded_by_Snow/Water,,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.6496354142824808,0.4412920618057251,0.32204461097717285
41332,Daylight,Clear,Urban,Dry,Moderate,,No,2,,Clear,,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.6923628843882504,0.536596405743198,0.4451678991317749
58752,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,Yes,3,Four-Way,Clear,,No,Flat,Straight,Curb,High_Rise,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.7618804790756919,0.5255798609817729,0.3834967017173767
13921,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,Yes,2,Four-Way,Clear,,Yes,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.5354521507802217,0.4477804965443081,0.2607576847076416
36244,Night,Clear,Urban,Dry,Low,,No,2,Four-Way,Clear,Street_Lights,No,Flat,Straight,Curb,High_Rise,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.743757963180542,0.3226479750413161,0.26068055629730225
5648,Daylight,Clear,Urban,Dry,Low,Crossing_Road,No,2,Four-Way,Clear,,Yes,Flat,Straight,Curb,High_Rise,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.4982536352913955,0.24573749800523123,0.10744893550872803
92314,Daylight,Cloudy,Highway,Wet,Empty,,No,2,,Clear,,No,Flat,Straight,Metal_Guardrail,Sparse/Rural,Dense_Forest,,No_Vehicles,Centered,,0.5839372277259827,0.7304414212703705,0.46088284254074097
63421,Night,Rainy,Highway,Wet,Moderate,,No,3,,Clear,Vehicle_Headlights,No,Flat,Straight,Noise_Wall,,Sparse,Directional,Mixed_Heavy_Traffic,Centered,,0.6531971257466537,0.5177477280298869,0.36882877349853516
82114,Daylight,Snowy,Rural,Snow_Covered,Low,,No,2,,Occluded_by_Snow/Water,Vehicle_Headlights,No,Flat,Straight,,Sparse/Rural,Dense_Forest,Directional,Passenger_Cars_Only,Centered,,0.9118551015853882,0.9471354484558105,0.8942708969116211
6370,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,2,Four-Way,Clear,,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.6772130565209822,0.3931736538284703,0.31266313791275024
21931,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,2,,Clear,,No,Flat,Slight_Right,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.5117303828398386,0.32644958097349713,0.1967858076095581
9998,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,Yes,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Park-like,,Passenger_Cars_Only,Centered,,0.6118542310737428,0.5297692593932152,0.31123030185699463
55406,Daylight,Cloudy,Urban,Wet,Low,,No,2,Roundabout,Clear,,No,Flat,Slight_Right,Curb,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,,0.6963764556816646,0.48035435875256854,0.37737536430358887
11807,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,3,Four-Way,Clear,,Yes,Flat,Straight,Metal_Guardrail,Low_Density_Urban,Sparse,Directional,Passenger_Cars_Only,Centered,,0.6041262338035985,0.3971666458528489,0.28007495403289795
16566,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,Yes,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.5425517503172159,0.31659497624194183,0.180922269821167
13259,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,2,T-Junction,Clear,,Yes,Uphill,Slight_Right,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.6232863888144493,0.4864523836544582,0.4014762043952942
76603,Daylight,Clear,Highway,Dry,Low,,No,1,,Clear,,No,Flat,Straight,Curb,Industrial,Moderate,Directional,Mixed_Heavy_Traffic,Centered,,0.5396306865355548,0.3339538427610551,0.2153729796409607
7908,Daylight,Cloudy,Urban,Dry,Low,Crossing_Road,No,2,Four-Way,Clear,,Yes,Flat,Straight,Curb,High_Rise,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.5626939584811529,0.4632451249205548,0.2945738434791565
24078,Daylight,Cloudy,Urban,Dry,Moderate,,No,3,Four-Way,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Directional,Passenger_Cars_Only,Centered,,0.664232634835773,0.5419605964794755,0.4095577001571655
43830,Daylight,Rainy,Urban,Wet,Low,,No,2,,Clear,,No,Flat,Straight,Curb,High_Rise,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.6548546873033047,0.51406894299117,0.30237817764282227
87769,Night,Clear,Highway,Dry,Low,,No,3,,Clear,Street_Lights,No,Flat,Straight,Metal_Guardrail,Low_Density_Urban,Sparse,Directional,Passenger_Cars_Only,Centered,,0.6441169579823812,0.46494314819574356,0.15811920166015625
91913,Daylight,Clear,Urban,Dry,Low,,No,2,Four-Way,Clear,,Yes,Flat,Straight,Curb,High_Rise,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5756103584640905,0.35760555223182394,0.24170446395874023
34227,Night,Clear,Urban,Dry,Low,On_Sidewalk,No,2,Four-Way,Faded,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.58312027156353,0.3936313363638791,0.3016960024833679
3971,Twilight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,Yes,1,Roundabout,Clear,Building_Lights,No,Flat,Slight_Right,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.5936752266827083,0.44335219815925314,0.3187374472618103
80422,Night,Clear,Highway,Dry,Low,,No,3,,Clear,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,,,,Passenger_Cars_Only,Centered,,0.5009284913539886,0.7835671305656433,0.5671342611312866
28085,Daylight,Rainy,Urban,Wet,Moderate,On_Sidewalk,No,2,Four-Way,Occluded_by_Snow/Water,Vehicle_Headlights,No,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.6165061515310536,0.47450037267117295,0.2939150929450989
70031,Night,Clear,Urban,Dry,Moderate,,No,3,,Clear,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Directional,Passenger_Cars_Only,Centered,,0.5812399640227809,0.3620823062956333,0.23764896392822266
33387,Dawn/Dusk,Cloudy,Urban,Dry,High/Congested,,No,2,,Clear,Vehicle_Headlights,No,Flat,Straight,Curb,Low_Density_Urban,,Regulatory,Passenger_Cars_Only,Centered,,0.6366707694530487,0.4950194423171607,0.3061174750328064
64340,Night,Rainy,Residential,Wet,Low,,No,2,,Clear,Vehicle_Headlights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.5049602448940277,0.06794160977005959,0.21148300170898438
85424,Night,Rainy,Highway,Wet,Moderate,,No,3,,Clear,Vehicle_Headlights,No,Flat,Straight,Concrete_Median,,,,Mixed_Heavy_Traffic,Centered,,0.7092682346701622,0.6240601800382137,0.3625146150588989
10735,Daylight,Cloudy,Residential,Dry,Low,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Moderate,Multiple_Types,Mixed_Heavy_Traffic,Centered,,0.6431794123990195,0.36607879171004665,0.21400046348571777
60485,Daylight,Cloudy,Residential,Wet,Moderate,,No,2,,Clear,Street_Lights,No,Flat,Slight_Left,Curb,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,,0.892331043879191,0.7306096702814102,0.7112193405628204
5124,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Curb,High_Rise,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.6078933738172054,0.25969864589137,0.18190878629684448
24379,Daylight,Rainy,Urban,Wet,Low,,No,2,,Clear,,Yes,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.5957960111972613,0.5597779513621817,0.3849872946739197
11541,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,3,Four-Way,Clear,,No,Flat,Straight,Curb,High_Rise,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5557057972877256,0.4859254755253016,0.3198603391647339
24325,Daylight,Cloudy,Urban,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,,0.5758035574473587,0.48767299853986307,0.30088818073272705
87161,Daylight,Cloudy,Rural,Wet,Empty,,No,2,,Occluded_by_Snow/Water,,No,Flat,Straight,,Sparse/Rural,Dense_Forest,Directional,No_Vehicles,Centered,,0.0,0.0,0.0
43924,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Directional,Passenger_Cars_Only,Centered,,0.6737587302923203,0.4572281585289882,0.3880452513694763
44602,Daylight,Cloudy,Urban,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.6314216653505961,0.45291532054543493,0.31568193435668945
96678,Night,Clear,Highway,Dry,Low,,No,2,,Clear,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,,Sparse,Directional,Passenger_Cars_Only,Centered,,0.679999033610026,0.29179013437694973,0.25024694204330444
86579,Daylight,Snowy,Residential,Snow_Covered,Low,,No,2,,Occluded_by_Snow/Water,,Yes,Flat,Straight,Curb,Sparse/Rural,Dense_Forest,Warning,Mixed_Heavy_Traffic,Centered,,0.9073701500892639,0.3145514527956645,0.29576951265335083
38645,Dawn/Dusk,Cloudy,Residential,Dry,Empty,,No,2,,Absent,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,No_Vehicles,Centered,,0.43967075645923615,0.20914065341154733,0.026561975479125977
41202,Dawn/Dusk,Cloudy,Urban,Wet,Moderate,,Yes,2,,Clear,Vehicle_Headlights,No,Flat,Straight,Noise_Wall,High_Rise,Sparse,Directional,Passenger_Cars_Only,Centered,,0.7153525091707706,0.5904946550726891,0.4532961845397949
77394,Daylight,Cloudy,Highway,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Concrete_Median,,Moderate,,Passenger_Cars_Only,Centered,,0.8279999732971192,0.3075622457724351,0.23050910234451294
37492,Night,Clear,Highway,Dry,Empty,,No,3,,Clear,Street_Lights,No,Flat,Straight,Concrete_Median,,Sparse,Directional,No_Vehicles,Centered,,0.2745676636695862,0.23596309125423431,0.020011723041534424
11564,Daylight,Rainy,Urban,Wet,Moderate,On_Sidewalk,No,3,Four-Way,Clear,Vehicle_Headlights,Yes,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.5608276438254577,0.3894958670546369,0.2667965888977051
11125,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,Yes,2,Four-Way,Clear,,Yes,Flat,Straight,Curb,High_Rise,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.6237153266706774,0.4400531716492711,0.32634490728378296
4734,Daylight,Clear,Urban,Wet,Low,On_Sidewalk,No,2,T-Junction,Faded,,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.7104208767414093,0.5168070594469706,0.4336140751838684
83014,Night,Clear,Urban,Wet,Moderate,,No,2,Four-Way,Clear,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Mixed_Heavy_Traffic,Centered,,0.5913822948932648,0.3955845330201555,0.2764433026313782
7010,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,2,Four-Way,Clear,,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.6635771004053262,0.36877058124677703,0.2661213278770447
59847,Daylight,Cloudy,Urban,Wet,Moderate,On_Sidewalk,No,3,Four-Way,Clear,Street_Lights,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.6845241543792543,0.405993580352515,0.3231954574584961
99439,Dawn/Dusk,Cloudy,Highway,Wet,Low,,No,2,,Clear,,No,Flat,Straight,Metal_Guardrail,,Dense_Forest,,Passenger_Cars_Only,Centered,,0.8832113742828369,0.9006147682666779,0.8012295365333557
7563,Daylight,Cloudy,Urban,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Curb,High_Rise,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.4885159262589046,0.30407421958857567,0.15987253189086914
98007,Night,Clear,Highway,Dry,Low,,No,2,,Clear,Vehicle_Headlights,No,Flat,Straight,Concrete_Median,,Sparse,Directional,Mixed_Heavy_Traffic,Centered,,0.7334065238634745,0.3523562635694231,0.27614110708236694
80672,Daylight,Cloudy,Rural,Wet,Empty,,No,2,,Absent,,No,Uphill,Slight_Right,Curb,Sparse/Rural,Moderate,Regulatory,No_Vehicles,Centered,,0.5921567678451538,0.0,0.0
18531,Daylight,Rainy,Urban,Wet,Moderate,On_Sidewalk,No,3,Four-Way,Clear,Vehicle_Headlights,Yes,Flat,Straight,Curb,High_Rise,,Multiple_Types,Public_Transit_Focus,Centered,,0.5752757801250978,0.32010800451845733,0.1920374631881714
52859,Daylight,Cloudy,Urban,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.783351176060163,0.5007822703231465,0.4106554388999939
18749,Daylight,Cloudy,Urban,Dry,High/Congested,Crossing_Road,No,2,Four-Way,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.6721016817233142,0.5379997584968805,0.42621713876724243
57167,Night,Snowy,Rural,Snow_Covered,Low,,No,2,Roundabout,Occluded_by_Snow/Water,Street_Lights,No,Flat,Straight,Curb,,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.7074880301952362,0.5685359040896097,0.4704051613807678
72947,Dawn/Dusk,Cloudy,Urban,Dry,Low,,No,2,Roundabout,Clear,,No,Flat,Slight_Left,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.48397985597451526,0.48667388781905174,0.22572487592697144
37172,Night,Clear,Urban,Dry,Low,On_Sidewalk,Yes,2,,Faded,Street_Lights,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,,0.7327479592391423,0.6245111695357731,0.3464500904083252
86456,Night,Clear,Highway,Dry,Low,,No,2,,Clear,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,,Dense_Forest,Directional,Mixed_Heavy_Traffic,Centered,,0.6663542166352272,0.5483518242835999,0.3467036485671997
92979,Daylight,Clear,Urban,Dry,Moderate,,No,2,Roundabout,Clear,,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.7374564674165514,0.6010000589821074,0.4474402666091919
2852,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,3,Four-Way,Clear,,Yes,Flat,Straight,Curb,Industrial,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.6382758422539785,0.4528204347842779,0.3351150155067444
75213,Night,Snowy,Rural,Snow_Covered,Low,,No,2,,Occluded_by_Snow/Water,Street_Lights,No,Flat,Straight,Curb,Sparse/Rural,Sparse,,Passenger_Cars_Only,Centered,,0.8112138211727142,0.8796652257442474,0.7593304514884949
61155,Daylight,Clear,Urban,Dry,Low,,No,3,,Clear,,No,Flat,Slight_Left,Metal_Guardrail,Low_Density_Urban,Park-like,Multiple_Types,Passenger_Cars_Only,Centered,,0.5563170413176218,0.27238619450310414,0.15034544467926025
35299,Daylight,Clear,Urban,Dry,Empty,,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.4638155542668842,0.29428852442651987,0.21046626567840576
21243,Daylight,Rainy,Urban,Wet,Moderate,On_Sidewalk,No,3,,Occluded_by_Snow/Water,,No,Flat,Straight,Curb,High_Rise,,,Public_Transit_Focus,Centered,,0.5449192178249359,0.3018119787797332,0.19688737392425537
97765,Night,Clear,Tunnel,Dry,Low,,No,2,,Clear,Tunnel_Lights,No,Flat,Slight_Right,Curb,Low_Density_Urban,Sparse,Directional,Passenger_Cars_Only,Centered,,0.8807292878627777,0.5891821384429932,0.5116976201534271
48891,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,Yes,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,,0.5537305582653392,0.4046606500359142,0.24764180183410645
77034,Dawn/Dusk,Snowy,Residential,Snow_Covered,Low,,No,2,,Occluded_by_Snow/Water,Street_Lights,No,Flat,Straight,,Low_Density_Urban,Moderate,Warning,Passenger_Cars_Only,Centered,,0.5265403389930725,0.8466989398002625,0.6933978796005249
9094,Dawn/Dusk,Cloudy,Urban,Dry,Moderate,On_Sidewalk,Yes,2,Four-Way,Clear,Street_Lights,No,Flat,Straight,Curb,High_Rise,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.6874760687351227,0.4100195939342181,0.3090461492538452
3213,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Curb,High_Rise,,Multiple_Types,Passenger_Cars_Only,Centered,,0.5813464309488025,0.40902595122655233,0.2566438317298889
32451,Daylight,Clear,Urban,Dry,Moderate,,No,2,Four-Way,Clear,,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.750357965628306,0.483443341255188,0.4068866968154907
30504,Daylight,Cloudy,Urban,Dry,Low,,No,3,,Clear,,No,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.7692354151180812,0.36626890887107166,0.2810637354850769
